Tank_1,Tank_2,Tank_3,Tank_4,Tank_5,Tank_6,Tank_7,Tank_8,Pump_1,Pump_2,Pump_4,Pump_5,Pump_6,Flow_sensor_1,Flow_sensor_2,Flow_sensor_4,Valv_10,Valv_11,Valv_12,Valv_13,Valv_14,Valv_15,Valv_17,Valv_18,Valv_20,Valv_22,Label_n,Label
1949,1482,0,0,113,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1935,1501,0,0,117,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1916,1518,0,0,144,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1908,1538,0,0,174,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1894,1560,0,0,173,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1876,1593,0,0,200,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1861,1615,0,0,207,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1847,1632,0,0,237,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1830,1664,0,0,250,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1818,1677,0,0,268,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1801,1716,0,0,269,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1784,1736,0,0,291,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1774,1768,0,0,304,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1758,1767,0,0,323,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1741,1794,0,0,331,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1727,1803,0,0,336,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1708,1846,0,0,360,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1696,1860,0,0,362,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1675,1881,0,0,374,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1665,1912,0,0,375,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1649,1934,0,0,401,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1632,1949,0,0,414,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1620,1944,18,0,437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1603,1937,94,0,444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1590,1927,138,0,452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1575,1911,170,0,471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1559,1900,199,0,478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1542,1885,233,0,495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1530,1871,256,0,516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1512,1858,286,0,515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1501,1844,306,0,522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1480,1828,329,0,531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1469,1818,360,0,546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1453,1808,383,0,577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1437,1792,407,0,578,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1425,1782,415,0,581,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1406,1762,426,0,608,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1393,1752,436,0,612,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1378,1738,448,0,618,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1364,1721,460,0,637,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1348,1706,466,0,653,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1334,1695,473,0,667,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1320,1683,481,0,672,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1305,1667,492,0,695,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1292,1660,501,0,707,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1272,1642,509,0,716,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1264,1630,519,0,715,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1244,1614,530,0,737,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1230,1605,537,0,751,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1214,1588,550,0,754,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1203,1574,558,0,777,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1185,1563,567,0,780,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1174,1546,576,0,797,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.0
1159,1537,586,0,811,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1142,1521,595,25,818,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1138,1510,603,32,812,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1126,1494,614,84,808,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1114,1482,619,126,803,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1097,1468,631,165,799,16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1085,1455,638,194,795,16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1070,1440,646,221,790,25,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1058,1429,656,255,787,29,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1046,1417,666,279,782,29,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1031,1403,677,313,778,38,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1018,1392,683,338,772,46,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
1003,1377,693,369,768,46,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
991,1365,701,392,764,50,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.0
974,1350,711,413,759,58,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.0
962,1340,719,425,754,58,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.0
946,1325,729,436,748,67,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.0
935,1313,736,453,745,72,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.0
922,1301,743,465,740,72,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
906,1288,753,481,736,78,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
894,1276,760,492,731,86,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
878,1261,769,507,727,86,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
865,1250,774,520,722,94,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
850,1236,787,535,718,94,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
839,1225,790,546,712,100,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
823,1209,802,564,708,109,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
810,1199,808,575,703,109,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
795,1188,815,586,699,116,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
782,1172,824,602,695,121,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
770,1161,832,615,690,121,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
755,1147,842,629,686,128,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
742,1136,846,640,681,137,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
727,1122,858,657,676,137,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
715,1111,864,669,673,142,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
700,1097,872,683,667,149,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
687,1085,880,697,664,149,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
672,1070,885,706,660,156,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
660,1058,897,722,655,161,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
648,1047,899,735,651,161,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
632,1033,909,749,646,168,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
620,1022,916,762,643,168,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
604,1008,925,776,638,176,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
592,997,932,787,634,182,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
576,982,937,804,628,182,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
564,970,945,813,625,189,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
547,956,954,825,623,194,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
535,945,962,839,616,194,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
522,933,965,850,613,202,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
506,918,975,864,609,208,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
494,907,982,876,604,208,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
476,893,991,890,600,214,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
464,881,998,899,597,220,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
447,867,1006,913,592,220,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
434,856,1011,922,588,226,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
416,841,1021,936,584,233,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
402,830,1027,946,579,233,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
384,818,1034,957,575,240,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
371,803,1041,970,571,246,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
356,793,1047,980,567,246,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
336,778,1060,993,562,252,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
322,767,1064,1003,558,258,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
300,753,1071,1015,553,258,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
283,742,1075,1026,550,266,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
260,727,1089,1040,544,272,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
241,717,1094,1048,541,272,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
215,701,1099,1057,537,277,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
191,691,1107,1072,532,284,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
165,679,1115,1082,528,284,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
125,666,1120,1093,523,290,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
90,654,1127,1103,520,297,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
40,640,1133,1116,515,297,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2.0
3,628,1142,1134,511,304,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
1,614,1149,1110,506,310,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
1,602,1154,1102,502,310,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
1,589,1161,1091,499,316,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
1,577,1168,1076,493,322,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
1,567,1172,1067,491,322,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
1,552,1180,1054,486,329,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
1,541,1186,1041,482,335,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,525,1192,1028,477,335,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,514,1198,1019,474,342,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
1,498,1206,1006,468,348,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,487,1211,996,465,348,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,472,1218,982,461,355,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,460,1221,974,457,361,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,447,1226,964,452,361,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,432,1235,950,447,368,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,420,1240,940,443,374,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,404,1250,928,439,374,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,392,1255,918,435,380,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,375,1263,905,430,387,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,362,1267,895,426,387,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,345,1275,882,422,393,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,332,1279,872,418,400,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
2,315,1285,862,413,400,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,300,1293,851,409,406,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,286,1297,840,405,412,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,267,1303,827,399,412,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,251,1307,817,397,419,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
4,231,1316,804,391,425,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,214,1322,795,388,425,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,192,1326,781,382,432,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,174,1332,772,379,439,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,147,1340,762,374,439,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
4,125,1345,749,370,445,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
4,100,1349,738,366,452,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,59,1353,726,361,452,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
3,27,1359,715,357,459,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.0
